config_key,assignment_policy_key,assignment_method,span_bonus_weight,background_mode,top_k,separation_profile,time_offset_family,candidate_budget,min_x_separation_mm,case_count,assigned_case_count,all_truth_case_count,unique_all_truth_case_count,unique_target0_hit_count,unique_target1_hit_count,unique_target2_hit_count,mean_unique_truth_hit_count,mean_elapsed_time_s
mean_top40_dense4_wide,top10_minx12_span2,span2,2.0,mean,40,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,5.7637691497802734e-05
mean_top80_dense4_baseline,top10_minx12,score,0.0,mean,80,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,6.316105524698894e-05
mean_top80_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,mean,80,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,5.946556727091471e-05
mean_top80_dense4_baseline,top10_minx12_span1,span1,1.0,mean,80,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,5.890925725301107e-05
mean_top80_dense4_baseline,top10_minx12_span2,span2,2.0,mean,80,dense4,baseline,10,12.0,12,1,0,0,0,0,0,0.0,5.867083867390951e-05
mean_top80_dense4_single667,top10_minx12,score,0.0,mean,80,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,6.310145060221355e-05
mean_top80_dense4_single667,top10_minx12_span0p5,span0p5,0.5,mean,80,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,6.119410196940105e-05
mean_top80_dense4_single667,top10_minx12_span1,span1,1.0,mean,80,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,6.16908073425293e-05
mean_top80_dense4_single667,top10_minx12_span2,span2,2.0,mean,80,dense4,single667,10,12.0,12,4,0,0,0,0,0,0.0,6.23464584350586e-05
mean_top80_dense4_wide,top10_minx12,score,0.0,mean,80,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,5.97834587097168e-05
mean_top80_dense4_wide,top10_minx12_span0p5,span0p5,0.5,mean,80,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,5.7637691497802734e-05
mean_top80_dense4_wide,top10_minx12_span1,span1,1.0,mean,80,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,5.739927291870117e-05
mean_top80_dense4_wide,top10_minx12_span2,span2,2.0,mean,80,dense4,wide,10,12.0,12,0,0,0,0,0,0,0.0,5.821386973063151e-05
median_top20_dense4_baseline,top10_minx12,score,0.0,median,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.256500879923503e-05
median_top20_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,median,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.8750311533610024e-05
median_top20_dense4_baseline,top10_minx12_span1,span1,1.0,median,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.815426508585612e-05
median_top20_dense4_baseline,top10_minx12_span2,span2,2.0,median,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.7856241861979164e-05
median_top20_dense4_single667,top10_minx12,score,0.0,median,20,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.304184595743816e-05
median_top20_dense4_single667,top10_minx12_span0p5,span0p5,0.5,median,20,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.081660588582357e-05
median_top20_dense4_single667,top10_minx12_span1,span1,1.0,median,20,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.117423375447591e-05
median_top20_dense4_single667,top10_minx12_span2,span2,2.0,median,20,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.06377919514974e-05
median_top20_dense4_wide,top10_minx12_span1,span1,1.0,median,20,dense4,wide,10,12.0,12,1,0,0,0,0,0,0.0,5.914767583211263e-05
median_top20_dense4_wide,top10_minx12_span2,span2,2.0,median,20,dense4,wide,10,12.0,12,1,0,0,0,0,0,0.0,5.918741226196289e-05
median_top40_dense4_baseline,top10_minx12,score,0.0,median,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.0677528381347656e-05
median_top40_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,median,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.819400151570638e-05
median_top40_dense4_baseline,top10_minx12_span1,span1,1.0,median,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.825360616048177e-05
median_top40_dense4_baseline,top10_minx12_span2,span2,2.0,median,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.805492401123047e-05
median_top40_dense4_single667,top10_minx12,score,0.0,median,40,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.290276845296224e-05
median_top40_dense4_single667,top10_minx12_span0p5,span0p5,0.5,median,40,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.0339768727620445e-05
median_top40_dense4_single667,top10_minx12_span1,span1,1.0,median,40,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.0717264811197914e-05
median_top40_dense4_single667,top10_minx12_span2,span2,2.0,median,40,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.051858266194662e-05
median_top40_dense4_wide,top10_minx12_span1,span1,1.0,median,40,dense4,wide,10,12.0,12,1,0,0,0,0,0,0.0,5.861123402913412e-05
median_top40_dense4_wide,top10_minx12_span2,span2,2.0,median,40,dense4,wide,10,12.0,12,1,0,0,0,0,0,0.0,5.958477656046549e-05
median_top80_dense4_baseline,top10_minx12,score,0.0,median,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.0657660166422524e-05
median_top80_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,median,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.839268366495768e-05
median_top80_dense4_baseline,top10_minx12_span1,span1,1.0,median,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.8035055796305336e-05
median_top80_dense4_baseline,top10_minx12_span2,span2,2.0,median,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.714098612467448e-05
median_top80_dense4_single667,top10_minx12,score,0.0,median,80,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.286303202311198e-05
median_top80_dense4_single667,top10_minx12_span0p5,span0p5,0.5,median,80,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.097555160522461e-05
median_top80_dense4_single667,top10_minx12_span1,span1,1.0,median,80,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.117423375447591e-05
median_top80_dense4_single667,top10_minx12_span2,span2,2.0,median,80,dense4,single667,10,12.0,12,3,0,0,0,0,0,0.0,6.111462910970052e-05
median_top80_dense4_wide,top10_minx12_span1,span1,1.0,median,80,dense4,wide,10,12.0,12,1,0,0,0,0,0,0.0,5.996227264404297e-05
median_top80_dense4_wide,top10_minx12_span2,span2,2.0,median,80,dense4,wide,10,12.0,12,1,0,0,0,0,0,0.0,5.8531761169433594e-05
none_top20_dense4_baseline,top10_minx12,score,0.0,none,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,6.0617923736572266e-05
none_top20_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,none,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.795558293660482e-05
none_top20_dense4_baseline,top10_minx12_span1,span1,1.0,none,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.793571472167969e-05
none_top20_dense4_baseline,top10_minx12_span2,span2,2.0,none,20,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.743900934855143e-05
none_top20_dense4_single667,top10_minx12,score,0.0,none,20,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,6.719430287679036e-05
none_top20_dense4_single667,top10_minx12_span0p5,span0p5,0.5,none,20,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.958477656046549e-05
none_top20_dense4_single667,top10_minx12_span1,span1,1.0,none,20,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.84721565246582e-05
none_top20_dense4_single667,top10_minx12_span2,span2,2.0,none,20,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.8591365814208984e-05
none_top20_dense4_wide,top10_minx12,score,0.0,none,20,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.669759750366211e-05
none_top20_dense4_wide,top10_minx12_span0p5,span0p5,0.5,none,20,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.363789240519206e-05
none_top20_dense4_wide,top10_minx12_span1,span1,1.0,none,20,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.296237309773763e-05
none_top20_dense4_wide,top10_minx12_span2,span2,2.0,none,20,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.332000096638997e-05
none_top40_dense4_baseline,top10_minx12,score,0.0,none,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.918741226196289e-05
none_top40_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,none,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.733966827392578e-05
none_top40_dense4_baseline,top10_minx12_span1,span1,1.0,none,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.7538350423177086e-05
none_top40_dense4_baseline,top10_minx12_span2,span2,2.0,none,40,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.7697296142578125e-05
none_top40_dense4_single667,top10_minx12,score,0.0,none,40,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,6.145238876342773e-05
none_top40_dense4_single667,top10_minx12_span0p5,span0p5,0.5,none,40,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.942583084106445e-05
none_top40_dense4_single667,top10_minx12_span1,span1,1.0,none,40,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.916754404703776e-05
none_top40_dense4_single667,top10_minx12_span2,span2,2.0,none,40,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.896886189778646e-05
none_top40_dense4_wide,top10_minx12,score,0.0,none,40,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.270408630371094e-05
none_top40_dense4_wide,top10_minx12_span0p5,span0p5,0.5,none,40,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.343921025594075e-05
none_top40_dense4_wide,top10_minx12_span1,span1,1.0,none,40,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.288290023803711e-05
none_top40_dense4_wide,top10_minx12_span2,span2,2.0,none,40,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.318092346191406e-05
none_top80_dense4_baseline,top10_minx12,score,0.0,none,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.896886189778646e-05
none_top80_dense4_baseline,top10_minx12_span0p5,span0p5,0.5,none,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
none_top80_dense4_baseline,top10_minx12_span1,span1,1.0,none,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.724032719930013e-05
none_top80_dense4_baseline,top10_minx12_span2,span2,2.0,none,80,dense4,baseline,10,12.0,12,0,0,0,0,0,0,0.0,5.6743621826171875e-05
none_top80_dense4_single667,top10_minx12,score,0.0,none,80,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,6.155172983805339e-05
none_top80_dense4_single667,top10_minx12_span0p5,span0p5,0.5,none,80,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.910793940226237e-05
none_top80_dense4_single667,top10_minx12_span1,span1,1.0,none,80,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.922714869181315e-05
none_top80_dense4_single667,top10_minx12_span2,span2,2.0,none,80,dense4,single667,10,12.0,12,2,0,0,0,0,0,0.0,5.8929125467936196e-05
none_top80_dense4_wide,top10_minx12,score,0.0,none,80,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.385644276936849e-05
none_top80_dense4_wide,top10_minx12_span0p5,span0p5,0.5,none,80,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.310145060221355e-05
none_top80_dense4_wide,top10_minx12_span1,span1,1.0,none,80,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.316105524698894e-05
none_top80_dense4_wide,top10_minx12_span2,span2,2.0,none,80,dense4,wide,10,12.0,12,3,0,0,0,0,0,0.0,6.250540415445964e-05
mean_top20_dense4_baseline,top10_minx20,score,0.0,mean,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.8492024739583336e-05
mean_top20_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,mean,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.783637364705404e-05
mean_top20_dense4_baseline,top10_minx20_span1,span1,1.0,mean,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.765755971272787e-05
mean_top20_dense4_baseline,top10_minx20_span2,span2,2.0,mean,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.7637691497802734e-05
mean_top20_dense4_single667,top10_minx20,score,0.0,mean,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.882978439331055e-05
mean_top20_dense4_single667,top10_minx20_span0p5,span0p5,0.5,mean,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7419141133626304e-05
mean_top20_dense4_single667,top10_minx20_span1,span1,1.0,mean,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7856241861979164e-05
mean_top20_dense4_single667,top10_minx20_span2,span2,2.0,mean,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.839268366495768e-05
mean_top20_dense4_wide,top10_minx20,score,0.0,mean,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.8770179748535156e-05
mean_top20_dense4_wide,top10_minx20_span0p5,span0p5,0.5,mean,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.7597955067952476e-05
mean_top20_dense4_wide,top10_minx20_span1,span1,1.0,mean,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.7796637217203774e-05
mean_top20_dense4_wide,top10_minx20_span2,span2,2.0,mean,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
mean_top40_dense4_baseline,top10_minx20,score,0.0,mean,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.7637691497802734e-05
mean_top40_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,mean,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.82734743754069e-05
mean_top40_dense4_baseline,top10_minx20_span1,span1,1.0,mean,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.793571472167969e-05
mean_top40_dense4_baseline,top10_minx20_span2,span2,2.0,mean,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.692243576049805e-05
mean_top40_dense4_single667,top10_minx20,score,0.0,mean,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.8650970458984375e-05
mean_top40_dense4_single667,top10_minx20_span0p5,span0p5,0.5,mean,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7419141133626304e-05
mean_top40_dense4_single667,top10_minx20_span1,span1,1.0,mean,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7220458984375e-05
mean_top40_dense4_single667,top10_minx20_span2,span2,2.0,mean,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.767742792765299e-05
mean_top40_dense4_wide,top10_minx20,score,0.0,mean,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.724032719930013e-05
mean_top40_dense4_wide,top10_minx20_span0p5,span0p5,0.5,mean,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.694230397542318e-05
mean_top40_dense4_wide,top10_minx20_span1,span1,1.0,mean,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.724032719930013e-05
mean_top40_dense4_wide,top10_minx20_span2,span2,2.0,mean,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.692243576049805e-05
mean_top80_dense4_baseline,top10_minx20,score,0.0,mean,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.777676900227865e-05
mean_top80_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,mean,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.743900934855143e-05
mean_top80_dense4_baseline,top10_minx20_span1,span1,1.0,mean,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.728006362915039e-05
mean_top80_dense4_baseline,top10_minx20_span2,span2,2.0,mean,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.6842962900797524e-05
mean_top80_dense4_single667,top10_minx20,score,0.0,mean,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7816505432128906e-05
mean_top80_dense4_single667,top10_minx20_span0p5,span0p5,0.5,mean,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.720059076944987e-05
mean_top80_dense4_single667,top10_minx20_span1,span1,1.0,mean,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.726019541422526e-05
mean_top80_dense4_single667,top10_minx20_span2,span2,2.0,mean,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
mean_top80_dense4_wide,top10_minx20,score,0.0,mean,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.751848220825195e-05
mean_top80_dense4_wide,top10_minx20_span0p5,span0p5,0.5,mean,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.694230397542318e-05
mean_top80_dense4_wide,top10_minx20_span1,span1,1.0,mean,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.724032719930013e-05
mean_top80_dense4_wide,top10_minx20_span2,span2,2.0,mean,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.819400151570638e-05
median_top20_dense4_baseline,top10_minx20,score,0.0,median,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.904833475748698e-05
median_top20_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,median,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.755821863810221e-05
median_top20_dense4_baseline,top10_minx20_span1,span1,1.0,median,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.733966827392578e-05
median_top20_dense4_baseline,top10_minx20_span2,span2,2.0,median,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.793571472167969e-05
median_top20_dense4_single667,top10_minx20,score,0.0,median,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.8531761169433594e-05
median_top20_dense4_single667,top10_minx20_span0p5,span0p5,0.5,median,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.751848220825195e-05
median_top20_dense4_single667,top10_minx20_span1,span1,1.0,median,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7697296142578125e-05
median_top20_dense4_single667,top10_minx20_span2,span2,2.0,median,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.716085433959961e-05
median_top20_dense4_wide,top10_minx20,score,0.0,median,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.819400151570638e-05
median_top20_dense4_wide,top10_minx20_span0p5,span0p5,0.5,median,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
median_top20_dense4_wide,top10_minx20_span1,span1,1.0,median,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.841255187988281e-05
median_top20_dense4_wide,top10_minx20_span2,span2,2.0,median,20,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.7975451151529946e-05
median_top40_dense4_baseline,top10_minx20,score,0.0,median,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.819400151570638e-05
median_top40_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,median,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.7538350423177086e-05
median_top40_dense4_baseline,top10_minx20_span1,span1,1.0,median,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.8313210805257164e-05
median_top40_dense4_baseline,top10_minx20_span2,span2,2.0,median,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.801518758138021e-05
median_top40_dense4_single667,top10_minx20,score,0.0,median,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.82734743754069e-05
median_top40_dense4_single667,top10_minx20_span0p5,span0p5,0.5,median,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.710124969482422e-05
median_top40_dense4_single667,top10_minx20_span1,span1,1.0,median,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7796637217203774e-05
median_top40_dense4_single667,top10_minx20_span2,span2,2.0,median,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.714098612467448e-05
median_top40_dense4_wide,top10_minx20,score,0.0,median,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
median_top40_dense4_wide,top10_minx20_span0p5,span0p5,0.5,median,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.80747922261556e-05
median_top40_dense4_wide,top10_minx20_span1,span1,1.0,median,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.718072255452474e-05
median_top40_dense4_wide,top10_minx20_span2,span2,2.0,median,40,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.7756900787353516e-05
median_top80_dense4_baseline,top10_minx20,score,0.0,median,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.8869520823160805e-05
median_top80_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,median,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.7796637217203774e-05
median_top80_dense4_baseline,top10_minx20_span1,span1,1.0,median,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.743900934855143e-05
median_top80_dense4_baseline,top10_minx20_span2,span2,2.0,median,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.6902567545572914e-05
median_top80_dense4_single667,top10_minx20,score,0.0,median,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.7856241861979164e-05
median_top80_dense4_single667,top10_minx20_span0p5,span0p5,0.5,median,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.765755971272787e-05
median_top80_dense4_single667,top10_minx20_span1,span1,1.0,median,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.783637364705404e-05
median_top80_dense4_single667,top10_minx20_span2,span2,2.0,median,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.6962172190348305e-05
median_top80_dense4_wide,top10_minx20,score,0.0,median,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.7756900787353516e-05
median_top80_dense4_wide,top10_minx20_span0p5,span0p5,0.5,median,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.801518758138021e-05
median_top80_dense4_wide,top10_minx20_span1,span1,1.0,median,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.819400151570638e-05
median_top80_dense4_wide,top10_minx20_span2,span2,2.0,median,80,dense4,wide,10,20.0,12,0,0,0,0,0,0,0.0,5.716085433959961e-05
none_top20_dense4_baseline,top10_minx20,score,0.0,none,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.773703257242838e-05
none_top20_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,none,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.751848220825195e-05
none_top20_dense4_baseline,top10_minx20_span1,span1,1.0,none,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.773703257242838e-05
none_top20_dense4_baseline,top10_minx20_span2,span2,2.0,none,20,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.7419141133626304e-05
none_top20_dense4_single667,top10_minx20,score,0.0,none,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,6.01808230082194e-05
none_top20_dense4_single667,top10_minx20_span0p5,span0p5,0.5,none,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.678335825602213e-05
none_top20_dense4_single667,top10_minx20_span1,span1,1.0,none,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.622704823811849e-05
none_top20_dense4_single667,top10_minx20_span2,span2,2.0,none,20,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.642573038736979e-05
none_top20_dense4_wide,top10_minx20,score,0.0,none,20,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,6.135304768880208e-05
none_top20_dense4_wide,top10_minx20_span0p5,span0p5,0.5,none,20,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,6.111462910970052e-05
none_top20_dense4_wide,top10_minx20_span1,span1,1.0,none,20,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,5.986293156941732e-05
none_top20_dense4_wide,top10_minx20_span2,span2,2.0,none,20,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,5.990266799926758e-05
none_top40_dense4_baseline,top10_minx20,score,0.0,none,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.745887756347656e-05
none_top40_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,none,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.729993184407552e-05
none_top40_dense4_baseline,top10_minx20_span1,span1,1.0,none,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.726019541422526e-05
none_top40_dense4_baseline,top10_minx20_span2,span2,2.0,none,40,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.706151326497396e-05
none_top40_dense4_single667,top10_minx20,score,0.0,none,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.76178232828776e-05
none_top40_dense4_single667,top10_minx20_span0p5,span0p5,0.5,none,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.676349004109701e-05
none_top40_dense4_single667,top10_minx20_span1,span1,1.0,none,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.688269933064779e-05
none_top40_dense4_single667,top10_minx20_span2,span2,2.0,none,40,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.6902567545572914e-05
none_top40_dense4_wide,top10_minx20,score,0.0,none,40,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,5.956490834554037e-05
none_top40_dense4_wide,top10_minx20_span0p5,span0p5,0.5,none,40,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,5.9942404429117836e-05
none_top40_dense4_wide,top10_minx20_span1,span1,1.0,none,40,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,5.91278076171875e-05
none_top40_dense4_wide,top10_minx20_span2,span2,2.0,none,40,dense4,wide,10,20.0,12,2,0,0,0,0,0,0.0,5.9823195139567055e-05
none_top80_dense4_baseline,top10_minx20,score,0.0,none,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.6902567545572914e-05
none_top80_dense4_baseline,top10_minx20_span0p5,span0p5,0.5,none,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.68230946858724e-05
none_top80_dense4_baseline,top10_minx20_span1,span1,1.0,none,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.676349004109701e-05
none_top80_dense4_baseline,top10_minx20_span2,span2,2.0,none,80,dense4,baseline,10,20.0,12,0,0,0,0,0,0,0.0,5.6902567545572914e-05
none_top80_dense4_single667,top10_minx20,score,0.0,none,80,dense4,single667,10,20.0,12,0,0,0,0,0,0,0.0,5.835294723510742e-05
