series_id,series_type,run_ids,first_run,last_run,seed,target,varied_col,n_runs,n_accepted,n_weak,outcome_category,first_setting,last_setting,best_setting,worst_setting,first_margin,last_margin,best_run,worst_run,best_margin,worst_margin,best_minus_worst_margin,best_minus_first_margin,all_exact_geometry
tx_rx_offset_seed1346269_target0_runs973_1000,tx_rx_offset,"973, 1000",973,1000,1346269,0,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005368228644834251,0.0004991586823665586,1000,973,0.0005368228644834251,0.0004991586823665586,3.766418211686648e-05,0.0,True
tx_rx_offset_seed1346269_target2_runs976_1001,tx_rx_offset,"976, 1001",976,1001,1346269,2,tx_rx_offset_mm,2,0,2,all weak,52.5,60.0,60.0,52.5,0.00048585302638232825,0.000491375986785867,976,1001,0.000491375986785867,0.00048585302638232825,5.522960403538807e-06,5.522960403538807e-06,True
tx_rx_offset_seed1346269_target1_runs978_1003,tx_rx_offset,"978, 1003",978,1003,1346269,1,tx_rx_offset_mm,2,2,0,all accepted,52.5,60.0,52.5,60.0,0.0005426894148637465,0.000520257497438479,1003,978,0.0005426894148637465,0.000520257497438479,2.243191742526754e-05,0.0,True
tx_rx_offset_seed2178309_target0_runs980_992,tx_rx_offset,"980, 992",980,992,2178309,0,tx_rx_offset_mm,2,2,0,all accepted,52.5,60.0,60.0,52.5,0.0005058532951696219,0.0005177170740734531,980,992,0.0005177170740734531,0.0005058532951696219,1.1863778903831168e-05,1.1863778903831168e-05,True
tx_rx_offset_seed2178309_target2_runs981_993,tx_rx_offset,"981, 993",981,993,2178309,2,tx_rx_offset_mm,2,2,0,all accepted,52.5,60.0,52.5,60.0,0.0005993182858289002,0.0005425578097452907,993,981,0.0005993182858289002,0.0005425578097452907,5.6760476083609485e-05,0.0,True
tx_rx_offset_seed2178309_target1_runs982_991,tx_rx_offset,"982, 987, 988, 989, 990, 991",982,991,2178309,1,tx_rx_offset_mm,6,3,3,mixed: accepted setting exists,45.0,60.0,52.5,45.0,0.00047592231551301864,0.00048213464698252523,991,988,0.0005111158849475002,0.00047592231551301864,3.519356943448154e-05,3.519356943448154e-05,True
tx_rx_offset_seed5702887_target0_runs1008_1011,tx_rx_offset,"1008, 1009, 1010, 1011",1008,1011,5702887,0,tx_rx_offset_mm,4,3,1,mixed: accepted setting exists,45.0,60.0,45.0,60.0,0.0005313755425785972,0.00046948089342321517,1011,1008,0.0005313755425785972,0.00046948089342321517,6.189464915538206e-05,0.0,True
tx_rx_offset_seed5702887_target2_runs1014_1016,tx_rx_offset,"1014, 1015, 1016",1014,1016,5702887,2,tx_rx_offset_mm,3,0,3,all weak,45.0,65.0,60.0,45.0,0.00037667620601858007,0.00047494414009636304,1014,1015,0.0004834372798299437,0.00037667620601858007,0.00010676107381136363,0.00010676107381136363,True
tx_rx_offset_seed9227465_target1_runs1021_1022,tx_rx_offset,"1021, 1022",1021,1022,9227465,1,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005043776599231928,0.0004964602688086218,1022,1021,0.0005043776599231928,0.0004964602688086218,7.917391114570932e-06,0.0,True
tx_rx_offset_seed14930352_target0_runs1023_1024,tx_rx_offset,"1023, 1024",1023,1024,14930352,0,tx_rx_offset_mm,2,0,2,all weak,52.5,60.0,60.0,52.5,0.0004842835669316217,0.000493223378255362,1023,1024,0.000493223378255362,0.0004842835669316217,8.939811323740304e-06,8.939811323740304e-06,True
tx_rx_offset_seed24157817_target1_runs1032_1033,tx_rx_offset,"1032, 1033",1032,1033,24157817,1,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005591908661026941,0.0004794239266084459,1033,1032,0.0005591908661026941,0.0004794239266084459,7.976693949424823e-05,0.0,True
tx_rx_offset_seed63245986_target1_runs1039_1040,tx_rx_offset,"1039, 1040",1039,1040,63245986,1,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005380880977085729,0.0004746005096817156,1040,1039,0.0005380880977085729,0.0004746005096817156,6.348758802685733e-05,0.0,True
tx_rx_offset_seed102334155_target1_runs1045_1046,tx_rx_offset,"1045, 1046",1045,1046,102334155,1,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005043796585808974,0.00048598229774068913,1046,1045,0.0005043796585808974,0.00048598229774068913,1.8397360840208266e-05,0.0,True
tx_rx_offset_seed267914296_target0_runs1050_1051,tx_rx_offset,"1050, 1051",1050,1051,267914296,0,tx_rx_offset_mm,2,0,2,all weak,52.5,60.0,60.0,52.5,0.0004933084724476657,0.0004963954316519678,1050,1051,0.0004963954316519678,0.0004933084724476657,3.0869592043021588e-06,3.0869592043021588e-06,True
tx_rx_offset_seed267914296_target1_runs1056_1057,tx_rx_offset,"1056, 1057",1056,1057,267914296,1,tx_rx_offset_mm,2,0,2,all weak,52.5,60.0,52.5,60.0,0.000489469268673378,0.00046660502396102255,1057,1056,0.000489469268673378,0.00046660502396102255,2.2864244712355458e-05,0.0,True
tx_rx_offset_seed433494437_target1_runs1061_1062,tx_rx_offset,"1061, 1062",1061,1062,433494437,1,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.000514423443686126,0.0004896928571971604,1062,1061,0.000514423443686126,0.0004896928571971604,2.4730586488965617e-05,0.0,True
tx_rx_offset_seed701408733_target0_runs1063_1064,tx_rx_offset,"1063, 1064",1063,1064,701408733,0,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005137346833780608,0.00048536594805432057,1064,1063,0.0005137346833780608,0.00048536594805432057,2.8368735323740235e-05,0.0,True
tx_rx_offset_seed7778742049_target0_runs1079_1080,tx_rx_offset,"1079, 1080",1079,1080,7778742049,0,tx_rx_offset_mm,2,0,2,all weak,52.5,60.0,60.0,52.5,0.0004436425859634767,0.00046330777875553016,1079,1080,0.00046330777875553016,0.0004436425859634767,1.9665192792053462e-05,1.9665192792053462e-05,True
tx_rx_offset_seed20365011074_target2_runs1090_1225,tx_rx_offset,"1090, 1225",1090,1225,20365011074,2,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,50.0,60.0,50.0,60.0,0.0005181019408682375,0.0004964072398872463,1225,1090,0.0005181019408682375,0.0004964072398872463,2.169470098099119e-05,0.0,True
tx_rx_offset_seed365435296162_target0_runs1120_1123,tx_rx_offset,"1120, 1121, 1122, 1123",1120,1123,365435296162,0,tx_rx_offset_mm,4,2,2,mixed: accepted setting exists,45.0,60.0,45.0,60.0,0.0005281511926416189,0.00046244779165666855,1123,1120,0.0005281511926416189,0.00046244779165666855,6.57034009849504e-05,0.0,True
tx_rx_offset_seed2504730781961_target0_runs1136_1139,tx_rx_offset,"1136, 1137, 1138, 1139",1136,1139,2504730781961,0,tx_rx_offset_mm,4,0,4,all weak,45.0,60.0,45.0,60.0,0.00048425847314367484,0.0003872997551035255,1139,1136,0.00048425847314367484,0.0003872997551035255,9.695871804014933e-05,0.0,True
tx_rx_offset_seed44945570292853_target0_runs1166_1167,tx_rx_offset,"1166, 1167",1166,1167,44945570292853,0,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005400010253008049,0.0004945705753493582,1167,1166,0.0005400010253008049,0.0004945705753493582,4.543044995144671e-05,0.0,True
tx_rx_offset_seed190392491049135_target0_runs1178_1179,tx_rx_offset,"1178, 1179",1178,1179,190392491049135,0,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005125767276380824,0.0004999700875030384,1179,1178,0.0005125767276380824,0.0004999700875030384,1.2606640135044006e-05,0.0,True
tx_rx_offset_seed308061521720129_target0_runs1182_1183,tx_rx_offset,"1182, 1183",1182,1183,308061521720129,0,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005081407667591187,0.00046792080718536036,1183,1182,0.0005081407667591187,0.00046792080718536036,4.021995957375832e-05,0.0,True
tx_rx_offset_seed308061521720129_target2_runs1184_1226,tx_rx_offset,"1184, 1226",1184,1226,308061521720129,2,tx_rx_offset_mm,2,0,2,all weak,50.0,60.0,60.0,50.0,0.000470713793068598,0.0004908833829601021,1184,1226,0.0004908833829601021,0.000470713793068598,2.0169589891504136e-05,2.0169589891504136e-05,True
tx_rx_offset_seed498454012769264_target0_runs1188_1189,tx_rx_offset,"1188, 1189",1188,1189,498454012769264,0,tx_rx_offset_mm,2,1,1,mixed: accepted setting exists,52.5,60.0,52.5,60.0,0.0005270735817749159,0.0004689496434488079,1189,1188,0.0005270735817749159,0.0004689496434488079,5.812393832610799e-05,0.0,True
tx_rx_offset_seed5527939710754757_target0_runs1211_1214,tx_rx_offset,"1211, 1212, 1213, 1214",1211,1214,5527939710754757,0,tx_rx_offset_mm,4,2,2,mixed: accepted setting exists,45.0,60.0,45.0,60.0,0.0005149536011171754,0.00045052377312172764,1214,1211,0.0005149536011171754,0.00045052377312172764,6.442982799544777e-05,0.0,True
tx_rx_offset_seed5527939710754757_target1_runs1216_1240,tx_rx_offset,"1216, 1223, 1240",1216,1240,5527939710754757,1,tx_rx_offset_mm,3,0,3,all weak,52.5,60.0,55.0,52.5,0.0004431922073586912,0.00045162443400258157,1240,1223,0.0004546578412161946,0.0004431922073586912,1.1465633857503377e-05,1.1465633857503377e-05,True
tx_rx_offset_seed13_target2_runs1219_1251,tx_rx_offset,"1219, 1245, 1251",1219,1251,13,2,tx_rx_offset_mm,3,3,0,all accepted,25.0,50.0,50.0,25.0,0.0008022656419457985,0.0016323604962697885,1245,1219,0.001934354737835993,0.0008022656419457985,0.0011320890958901944,0.0011320890958901944,False
tx_rx_offset_seed21_target2_runs1221_1252,tx_rx_offset,"1221, 1246, 1252",1221,1252,21,2,tx_rx_offset_mm,3,2,1,mixed: accepted setting exists,25.0,50.0,50.0,25.0,6.055595736566277e-05,0.001553339650317613,1246,1221,0.0018666214898864636,6.055595736566277e-05,0.0018060655325208008,0.0018060655325208008,False
